"true_model","bic_true_model","nknots_PELT","bic_PELT","nknots_BS","bic_BS","nknots_WBS","bic_WBS","nknots_flasso","bic_flasso","nknots_adaflasso","bic_adaflasso","best_iter","nknots_best_iter","min_bic_flasso"
NA,6936.70635232542,6,93.5102987193653,7,94.1490966599443,7,94.1490966599443,0,6935.72031386891,0,6935.72031386892,1,0,6935.72031
NA,6970.22632669295,7,120.20439501595,7,120.20439501595,7,120.20439501595,0,6968.35973753093,0,6968.35973753094,1,0,6968.35974
NA,6985.03821520165,5,131.937282676083,5,132.476177453591,5,132.476177453591,0,6982.30034531084,0,6982.30034531085,1,0,6982.30035
NA,6983.01938090689,6,156.561422952912,6,157.965190984903,7,161.360280618017,0,6982.97376028895,0,6982.97376028895,1,0,6982.97376
NA,6884.7085088203,5,41.5515330188423,6,42.907108862776,6,42.9913125413912,0,6882.52219562326,0,6882.52219562326,1,0,6882.5222
NA,6976.01062237814,6,131.112001542064,7,137.064824754349,6,138.112258448471,0,6975.2631326732,0,6975.2631326732,1,0,6975.26313
NA,6942.7221738036,6,97.3062471970991,6,99.2762733313332,6,99.2762733313332,0,6941.82691779016,0,6941.82691779016,1,0,6941.82692
NA,6977.80184796544,6,128.824939395389,7,137.718407921646,6,138.79240925044,0,6977.27938998192,0,6977.27938998192,1,0,6977.27939
NA,6945.75609674485,6,96.8209055371367,7,109.876985358772,6,110.239069882856,0,6944.44929630492,0,6944.44929630491,1,0,6944.4493
NA,6864.22656435535,6,22.7287686159139,7,22.9523232318644,6,27.8523676687815,0,6856.89260976705,0,6856.89260976704,1,0,6856.89261
NA,6890.09223200777,6,40.6506374523816,7,41.6598959489229,7,41.6598959489229,0,6889.96916539864,0,6889.96916539862,1,0,6889.96917
NA,6918.21915670608,5,69.9637302910994,6,71.7370466970919,6,71.7370466970919,0,6917.99582931182,0,6917.99582931182,1,0,6917.99583
